Product_ID,Product_Name,Category,Supplier_ID,Lead_Time_Days,Supplier_Rating,Month,Year,Forecast_Demand,Current_Stock,Safety_Stock,Reorder_Level,Reorder_Qty,Risk_Score,Risk_Status
P100,Product_100,Beverages,S033,18,2.93,7,2025,35,1067,191,175.0,0,0.03,Low
P100,Product_100,Beverages,S033,18,2.93,8,2025,36,1067,191,175.0,0,0.03,Low
P100,Product_100,Beverages,S033,18,2.93,9,2025,42,1067,191,175.0,0,0.04,Low
P101,Product_101,Household,S031,3,2.86,7,2025,40,561,127,305.0,0,0.07,Low
P101,Product_101,Household,S031,3,2.86,8,2025,39,561,127,305.0,0,0.07,Low
P101,Product_101,Household,S031,3,2.86,9,2025,39,561,127,305.0,0,0.07,Low
P102,Product_102,Beverages,S039,14,3.96,7,2025,36,135,110,214.0,11,0.26,Low
P102,Product_102,Beverages,S039,14,3.96,8,2025,36,135,110,214.0,11,0.26,Low
P102,Product_102,Beverages,S039,14,3.96,9,2025,39,135,110,214.0,14,0.29,Low
P103,Product_103,Household,S037,4,2.54,7,2025,36,1020,189,179.0,0,0.04,Low
P103,Product_103,Household,S037,4,2.54,8,2025,35,1020,189,179.0,0,0.03,Low
P103,Product_103,Household,S037,4,2.54,9,2025,41,1020,189,179.0,0,0.04,Low
P104,Product_104,Beverages,S007,18,4.8,7,2025,29,105,83,485.0,7,0.27,Low
P104,Product_104,Beverages,S007,18,4.8,8,2025,25,105,83,485.0,3,0.24,Low
P104,Product_104,Beverages,S007,18,4.8,9,2025,30,105,83,485.0,8,0.28,Low
P105,Product_105,Personal Care,S042,6,4.7,7,2025,32,453,110,179.0,0,0.07,Low
P105,Product_105,Personal Care,S042,6,4.7,8,2025,28,453,110,179.0,0,0.06,Low
P105,Product_105,Personal Care,S042,6,4.7,9,2025,27,453,110,179.0,0,0.06,Low
P106,Product_106,Personal Care,S027,7,3.29,7,2025,33,1,177,137.0,209,16.5,High
P106,Product_106,Personal Care,S027,7,3.29,8,2025,33,1,177,137.0,209,16.5,High
P106,Product_106,Personal Care,S027,7,3.29,9,2025,33,1,177,137.0,209,16.5,High
P107,Product_107,Personal Care,S017,10,3.54,7,2025,33,173,144,369.0,4,0.19,Low
P107,Product_107,Personal Care,S017,10,3.54,8,2025,33,173,144,369.0,4,0.19,Low
P107,Product_107,Personal Care,S017,10,3.54,9,2025,33,173,144,369.0,4,0.19,Low
P108,Product_108,Personal Care,S026,2,4.35,7,2025,37,872,109,446.0,0,0.04,Low
P108,Product_108,Personal Care,S026,2,4.35,8,2025,39,872,109,446.0,0,0.04,Low
P108,Product_108,Personal Care,S026,2,4.35,9,2025,38,872,109,446.0,0,0.04,Low
P109,Product_109,Dairy,S049,10,4.16,7,2025,35,1701,88,150.0,0,0.02,Low
P109,Product_109,Dairy,S049,10,4.16,8,2025,36,1701,88,150.0,0,0.02,Low
P109,Product_109,Dairy,S049,10,4.16,9,2025,39,1701,88,150.0,0,0.02,Low
P110,Product_110,Personal Care,S043,3,3.84,7,2025,38,1549,55,383.0,0,0.02,Low
P110,Product_110,Personal Care,S043,3,3.84,8,2025,36,1549,55,383.0,0,0.02,Low
P110,Product_110,Personal Care,S043,3,3.84,9,2025,37,1549,55,383.0,0,0.02,Low
P111,Product_111,Snacks,S042,6,4.7,7,2025,32,197,62,316.0,0,0.16,Low
P111,Product_111,Snacks,S042,6,4.7,8,2025,28,197,62,316.0,0,0.14,Low
P111,Product_111,Snacks,S042,6,4.7,9,2025,27,197,62,316.0,0,0.14,Low
P112,Product_112,Personal Care,S024,4,4.31,7,2025,36,69,74,432.0,41,0.51,Medium
P112,Product_112,Personal Care,S024,4,4.31,8,2025,37,69,74,432.0,42,0.53,Medium
P112,Product_112,Personal Care,S024,4,4.31,9,2025,37,69,74,432.0,42,0.53,Medium
P113,Product_113,Dairy,S040,13,2.82,7,2025,36,676,167,150.0,0,0.05,Low
P113,Product_113,Dairy,S040,13,2.82,8,2025,34,676,167,150.0,0,0.05,Low
P113,Product_113,Dairy,S040,13,2.82,9,2025,34,676,167,150.0,0,0.05,Low
P114,Product_114,Dairy,S020,10,2.57,7,2025,34,1304,145,490.0,0,0.03,Low
P114,Product_114,Dairy,S020,10,2.57,8,2025,33,1304,145,490.0,0,0.03,Low
P114,Product_114,Dairy,S020,10,2.57,9,2025,32,1304,145,490.0,0,0.02,Low
P115,Product_115,Dairy,S035,16,4.98,7,2025,42,1493,115,347.0,0,0.03,Low
P115,Product_115,Dairy,S035,16,4.98,8,2025,31,1493,115,347.0,0,0.02,Low
P115,Product_115,Dairy,S035,16,4.98,9,2025,37,1493,115,347.0,0,0.02,Low
P116,Product_116,Dairy,S032,2,4.23,7,2025,35,1646,167,436.0,0,0.02,Low
P116,Product_116,Dairy,S032,2,4.23,8,2025,37,1646,167,436.0,0,0.02,Low
P116,Product_116,Dairy,S032,2,4.23,9,2025,37,1646,167,436.0,0,0.02,Low
P117,Product_117,Beverages,S013,15,3.3,7,2025,36,684,74,244.0,0,0.05,Low
P117,Product_117,Beverages,S013,15,3.3,8,2025,34,684,74,244.0,0,0.05,Low
P117,Product_117,Beverages,S013,15,3.3,9,2025,33,684,74,244.0,0,0.05,Low
P118,Product_118,Beverages,S014,7,4.5,7,2025,41,336,81,477.0,0,0.12,Low
P118,Product_118,Beverages,S014,7,4.5,8,2025,40,336,81,477.0,0,0.12,Low
P118,Product_118,Beverages,S014,7,4.5,9,2025,40,336,81,477.0,0,0.12,Low
P119,Product_119,Snacks,S004,7,4.43,7,2025,41,52,108,350.0,97,0.77,Medium
P119,Product_119,Snacks,S004,7,4.43,8,2025,40,52,108,350.0,96,0.75,Medium
P119,Product_119,Snacks,S004,7,4.43,9,2025,41,52,108,350.0,97,0.77,Medium
P120,Product_120,Beverages,S007,18,4.8,7,2025,29,293,187,150.0,0,0.1,Low
P120,Product_120,Beverages,S007,18,4.8,8,2025,25,293,187,150.0,0,0.09,Low
P120,Product_120,Beverages,S007,18,4.8,9,2025,30,293,187,150.0,0,0.1,Low
P121,Product_121,Dairy,S022,14,2.55,7,2025,33,130,142,469.0,45,0.25,Low
P121,Product_121,Dairy,S022,14,2.55,8,2025,34,130,142,469.0,46,0.26,Low
P121,Product_121,Dairy,S022,14,2.55,9,2025,38,130,142,469.0,50,0.29,Low
P122,Product_122,Personal Care,S024,4,4.31,7,2025,36,1721,177,418.0,0,0.02,Low
P122,Product_122,Personal Care,S024,4,4.31,8,2025,37,1721,177,418.0,0,0.02,Low
P122,Product_122,Personal Care,S024,4,4.31,9,2025,37,1721,177,418.0,0,0.02,Low
P123,Product_123,Personal Care,S009,17,4.01,7,2025,34,536,87,220.0,0,0.06,Low
P123,Product_123,Personal Care,S009,17,4.01,8,2025,34,536,87,220.0,0,0.06,Low
P123,Product_123,Personal Care,S009,17,4.01,9,2025,36,536,87,220.0,0,0.07,Low
P124,Product_124,Dairy,S021,17,3.37,7,2025,33,1646,177,318.0,0,0.02,Low
P124,Product_124,Dairy,S021,17,3.37,8,2025,34,1646,177,318.0,0,0.02,Low
P124,Product_124,Dairy,S021,17,3.37,9,2025,34,1646,177,318.0,0,0.02,Low
P125,Product_125,Household,S031,3,2.86,7,2025,40,1106,60,255.0,0,0.04,Low
P125,Product_125,Household,S031,3,2.86,8,2025,39,1106,60,255.0,0,0.04,Low
P125,Product_125,Household,S031,3,2.86,9,2025,39,1106,60,255.0,0,0.04,Low
P126,Product_126,Dairy,S012,6,4.53,7,2025,36,1077,84,317.0,0,0.03,Low
P126,Product_126,Dairy,S012,6,4.53,8,2025,37,1077,84,317.0,0,0.03,Low
P126,Product_126,Dairy,S012,6,4.53,9,2025,37,1077,84,317.0,0,0.03,Low
P127,Product_127,Beverages,S017,10,3.54,7,2025,33,909,128,486.0,0,0.04,Low
P127,Product_127,Beverages,S017,10,3.54,8,2025,33,909,128,486.0,0,0.04,Low
P127,Product_127,Beverages,S017,10,3.54,9,2025,33,909,128,486.0,0,0.04,Low
P128,Product_128,Personal Care,S019,10,2.7,7,2025,33,1638,57,459.0,0,0.02,Low
P128,Product_128,Personal Care,S019,10,2.7,8,2025,31,1638,57,459.0,0,0.02,Low
P128,Product_128,Personal Care,S019,10,2.7,9,2025,32,1638,57,459.0,0,0.02,Low
P129,Product_129,Dairy,S026,2,4.35,7,2025,37,86,178,186.0,129,0.43,Low
P129,Product_129,Dairy,S026,2,4.35,8,2025,39,86,178,186.0,131,0.45,Low
P129,Product_129,Dairy,S026,2,4.35,9,2025,38,86,178,186.0,130,0.44,Low
P130,Product_130,Personal Care,S019,10,2.7,7,2025,33,185,180,488.0,28,0.18,Low
P130,Product_130,Personal Care,S019,10,2.7,8,2025,31,185,180,488.0,26,0.17,Low
P130,Product_130,Personal Care,S019,10,2.7,9,2025,32,185,180,488.0,27,0.17,Low
P131,Product_131,Dairy,S037,4,2.54,7,2025,36,846,131,275.0,0,0.04,Low
P131,Product_131,Dairy,S037,4,2.54,8,2025,35,846,131,275.0,0,0.04,Low
P131,Product_131,Dairy,S037,4,2.54,9,2025,41,846,131,275.0,0,0.05,Low
P132,Product_132,Dairy,S017,10,3.54,7,2025,33,788,95,381.0,0,0.04,Low
P132,Product_132,Dairy,S017,10,3.54,8,2025,33,788,95,381.0,0,0.04,Low
P132,Product_132,Dairy,S017,10,3.54,9,2025,33,788,95,381.0,0,0.04,Low
P133,Product_133,Beverages,S022,14,2.55,7,2025,33,1091,64,405.0,0,0.03,Low
P133,Product_133,Beverages,S022,14,2.55,8,2025,34,1091,64,405.0,0,0.03,Low
P133,Product_133,Beverages,S022,14,2.55,9,2025,38,1091,64,405.0,0,0.03,Low
P134,Product_134,Dairy,S019,10,2.7,7,2025,33,1475,142,293.0,0,0.02,Low
P134,Product_134,Dairy,S019,10,2.7,8,2025,31,1475,142,293.0,0,0.02,Low
P134,Product_134,Dairy,S019,10,2.7,9,2025,32,1475,142,293.0,0,0.02,Low
P135,Product_135,Personal Care,S010,14,4.96,7,2025,31,1175,130,282.0,0,0.03,Low
P135,Product_135,Personal Care,S010,14,4.96,8,2025,28,1175,130,282.0,0,0.02,Low
P135,Product_135,Personal Care,S010,14,4.96,9,2025,34,1175,130,282.0,0,0.03,Low
P136,Product_136,Snacks,S035,16,4.98,7,2025,42,514,163,282.0,0,0.08,Low
P136,Product_136,Snacks,S035,16,4.98,8,2025,31,514,163,282.0,0,0.06,Low
P136,Product_136,Snacks,S035,16,4.98,9,2025,37,514,163,282.0,0,0.07,Low
P137,Product_137,Personal Care,S012,6,4.53,7,2025,36,654,140,445.0,0,0.05,Low
P137,Product_137,Personal Care,S012,6,4.53,8,2025,37,654,140,445.0,0,0.06,Low
P137,Product_137,Personal Care,S012,6,4.53,9,2025,37,654,140,445.0,0,0.06,Low
P138,Product_138,Beverages,S015,6,4.0,7,2025,41,1504,69,254.0,0,0.03,Low
P138,Product_138,Beverages,S015,6,4.0,8,2025,43,1504,69,254.0,0,0.03,Low
P138,Product_138,Beverages,S015,6,4.0,9,2025,40,1504,69,254.0,0,0.03,Low
P139,Product_139,Snacks,S040,13,2.82,7,2025,36,402,68,211.0,0,0.09,Low
P139,Product_139,Snacks,S040,13,2.82,8,2025,34,402,68,211.0,0,0.08,Low
P139,Product_139,Snacks,S040,13,2.82,9,2025,34,402,68,211.0,0,0.08,Low
P140,Product_140,Dairy,S048,17,3.24,7,2025,34,1008,167,244.0,0,0.03,Low
P140,Product_140,Dairy,S048,17,3.24,8,2025,33,1008,167,244.0,0,0.03,Low
P140,Product_140,Dairy,S048,17,3.24,9,2025,33,1008,167,244.0,0,0.03,Low
P141,Product_141,Household,S034,5,3.77,7,2025,37,1077,73,177.0,0,0.03,Low
P141,Product_141,Household,S034,5,3.77,8,2025,35,1077,73,177.0,0,0.03,Low
P141,Product_141,Household,S034,5,3.77,9,2025,37,1077,73,177.0,0,0.03,Low
P142,Product_142,Snacks,S046,12,2.63,7,2025,35,1500,190,256.0,0,0.02,Low
P142,Product_142,Snacks,S046,12,2.63,8,2025,36,1500,190,256.0,0,0.02,Low
P142,Product_142,Snacks,S046,12,2.63,9,2025,37,1500,190,256.0,0,0.02,Low
P143,Product_143,Snacks,S043,3,3.84,7,2025,38,1428,65,145.0,0,0.03,Low
P143,Product_143,Snacks,S043,3,3.84,8,2025,36,1428,65,145.0,0,0.03,Low
P143,Product_143,Snacks,S043,3,3.84,9,2025,37,1428,65,145.0,0,0.03,Low
P144,Product_144,Dairy,S025,12,4.27,7,2025,35,929,159,135.0,0,0.04,Low
P144,Product_144,Dairy,S025,12,4.27,8,2025,35,929,159,135.0,0,0.04,Low
P144,Product_144,Dairy,S025,12,4.27,9,2025,36,929,159,135.0,0,0.04,Low
P145,Product_145,Household,S039,14,3.96,7,2025,36,618,196,389.0,0,0.06,Low
P145,Product_145,Household,S039,14,3.96,8,2025,36,618,196,389.0,0,0.06,Low
P145,Product_145,Household,S039,14,3.96,9,2025,39,618,196,389.0,0,0.06,Low
P146,Product_146,Household,S017,10,3.54,7,2025,33,735,116,130.0,0,0.04,Low
P146,Product_146,Household,S017,10,3.54,8,2025,33,735,116,130.0,0,0.04,Low
P146,Product_146,Household,S017,10,3.54,9,2025,33,735,116,130.0,0,0.04,Low
P147,Product_147,Beverages,S024,4,4.31,7,2025,36,823,58,327.0,0,0.04,Low
P147,Product_147,Beverages,S024,4,4.31,8,2025,37,823,58,327.0,0,0.04,Low
P147,Product_147,Beverages,S024,4,4.31,9,2025,37,823,58,327.0,0,0.04,Low
P148,Product_148,Snacks,S027,7,3.29,7,2025,33,438,181,411.0,0,0.08,Low
P148,Product_148,Snacks,S027,7,3.29,8,2025,33,438,181,411.0,0,0.08,Low
P148,Product_148,Snacks,S027,7,3.29,9,2025,33,438,181,411.0,0,0.08,Low
P149,Product_149,Household,S049,10,4.16,7,2025,35,1250,78,389.0,0,0.03,Low
P149,Product_149,Household,S049,10,4.16,8,2025,36,1250,78,389.0,0,0.03,Low
P149,Product_149,Household,S049,10,4.16,9,2025,39,1250,78,389.0,0,0.03,Low
P150,Product_150,Beverages,S043,3,3.84,7,2025,38,416,129,278.0,0,0.09,Low
P150,Product_150,Beverages,S043,3,3.84,8,2025,36,416,129,278.0,0,0.09,Low
P150,Product_150,Beverages,S043,3,3.84,9,2025,37,416,129,278.0,0,0.09,Low
P151,Product_151,Household,S025,12,4.27,7,2025,35,1297,197,177.0,0,0.03,Low
P151,Product_151,Household,S025,12,4.27,8,2025,35,1297,197,177.0,0,0.03,Low
P151,Product_151,Household,S025,12,4.27,9,2025,36,1297,197,177.0,0,0.03,Low
P152,Product_152,Snacks,S033,18,2.93,7,2025,35,1502,161,472.0,0,0.02,Low
P152,Product_152,Snacks,S033,18,2.93,8,2025,36,1502,161,472.0,0,0.02,Low
P152,Product_152,Snacks,S033,18,2.93,9,2025,42,1502,161,472.0,0,0.03,Low
P153,Product_153,Household,S011,8,3.4,7,2025,36,1923,56,434.0,0,0.02,Low
P153,Product_153,Household,S011,8,3.4,8,2025,35,1923,56,434.0,0,0.02,Low
P153,Product_153,Household,S011,8,3.4,9,2025,34,1923,56,434.0,0,0.02,Low
P154,Product_154,Snacks,S041,10,4.74,7,2025,32,237,173,344.0,0,0.13,Low
P154,Product_154,Snacks,S041,10,4.74,8,2025,30,237,173,344.0,0,0.13,Low
P154,Product_154,Snacks,S041,10,4.74,9,2025,33,237,173,344.0,0,0.14,Low
P155,Product_155,Dairy,S028,4,4.73,7,2025,33,1519,74,134.0,0,0.02,Low
P155,Product_155,Dairy,S028,4,4.73,8,2025,33,1519,74,134.0,0,0.02,Low
P155,Product_155,Dairy,S028,4,4.73,9,2025,33,1519,74,134.0,0,0.02,Low
P156,Product_156,Personal Care,S027,7,3.29,7,2025,33,171,162,114.0,24,0.19,Low
P156,Product_156,Personal Care,S027,7,3.29,8,2025,33,171,162,114.0,24,0.19,Low
P156,Product_156,Personal Care,S027,7,3.29,9,2025,33,171,162,114.0,24,0.19,Low
P157,Product_157,Beverages,S039,14,3.96,7,2025,36,674,143,226.0,0,0.05,Low
P157,Product_157,Beverages,S039,14,3.96,8,2025,36,674,143,226.0,0,0.05,Low
P157,Product_157,Beverages,S039,14,3.96,9,2025,39,674,143,226.0,0,0.06,Low
P158,Product_158,Dairy,S032,2,4.23,7,2025,35,352,93,163.0,0,0.1,Low
P158,Product_158,Dairy,S032,2,4.23,8,2025,37,352,93,163.0,0,0.1,Low
P158,Product_158,Dairy,S032,2,4.23,9,2025,37,352,93,163.0,0,0.1,Low
P159,Product_159,Dairy,S004,7,4.43,7,2025,41,324,113,444.0,0,0.13,Low
P159,Product_159,Dairy,S004,7,4.43,8,2025,40,324,113,444.0,0,0.12,Low
P159,Product_159,Dairy,S004,7,4.43,9,2025,41,324,113,444.0,0,0.13,Low
P160,Product_160,Personal Care,S015,6,4.0,7,2025,41,350,67,182.0,0,0.12,Low
P160,Product_160,Personal Care,S015,6,4.0,8,2025,43,350,67,182.0,0,0.12,Low
P160,Product_160,Personal Care,S015,6,4.0,9,2025,40,350,67,182.0,0,0.11,Low
P161,Product_161,Household,S009,17,4.01,7,2025,34,87,198,213.0,145,0.39,Low
P161,Product_161,Household,S009,17,4.01,8,2025,34,87,198,213.0,145,0.39,Low
P161,Product_161,Household,S009,17,4.01,9,2025,36,87,198,213.0,147,0.41,Low
P162,Product_162,Personal Care,S037,4,2.54,7,2025,36,1646,85,490.0,0,0.02,Low
P162,Product_162,Personal Care,S037,4,2.54,8,2025,35,1646,85,490.0,0,0.02,Low
P162,Product_162,Personal Care,S037,4,2.54,9,2025,41,1646,85,490.0,0,0.02,Low
P163,Product_163,Dairy,S002,6,4.05,7,2025,37,122,96,427.0,11,0.3,Low
P163,Product_163,Dairy,S002,6,4.05,8,2025,37,122,96,427.0,11,0.3,Low
P163,Product_163,Dairy,S002,6,4.05,9,2025,37,122,96,427.0,11,0.3,Low
P164,Product_164,Dairy,S011,8,3.4,7,2025,36,797,125,187.0,0,0.05,Low
P164,Product_164,Dairy,S011,8,3.4,8,2025,35,797,125,187.0,0,0.04,Low
P164,Product_164,Dairy,S011,8,3.4,9,2025,34,797,125,187.0,0,0.04,Low
P165,Product_165,Dairy,S030,18,2.82,7,2025,36,1398,150,253.0,0,0.03,Low
P165,Product_165,Dairy,S030,18,2.82,8,2025,32,1398,150,253.0,0,0.02,Low
P165,Product_165,Dairy,S030,18,2.82,9,2025,31,1398,150,253.0,0,0.02,Low
P166,Product_166,Household,S035,16,4.98,7,2025,42,1980,125,306.0,0,0.02,Low
P166,Product_166,Household,S035,16,4.98,8,2025,31,1980,125,306.0,0,0.02,Low
P166,Product_166,Household,S035,16,4.98,9,2025,37,1980,125,306.0,0,0.02,Low
P167,Product_167,Snacks,S026,2,4.35,7,2025,37,1707,125,365.0,0,0.02,Low
P167,Product_167,Snacks,S026,2,4.35,8,2025,39,1707,125,365.0,0,0.02,Low
P167,Product_167,Snacks,S026,2,4.35,9,2025,38,1707,125,365.0,0,0.02,Low
P168,Product_168,Beverages,S044,12,4.05,7,2025,34,274,137,474.0,0,0.12,Low
P168,Product_168,Beverages,S044,12,4.05,8,2025,35,274,137,474.0,0,0.13,Low
P168,Product_168,Beverages,S044,12,4.05,9,2025,36,274,137,474.0,0,0.13,Low
P169,Product_169,Snacks,S046,12,2.63,7,2025,35,1975,178,448.0,0,0.02,Low
P169,Product_169,Snacks,S046,12,2.63,8,2025,36,1975,178,448.0,0,0.02,Low
P169,Product_169,Snacks,S046,12,2.63,9,2025,37,1975,178,448.0,0,0.02,Low
P170,Product_170,Beverages,S007,18,4.8,7,2025,29,1307,109,490.0,0,0.02,Low
P170,Product_170,Beverages,S007,18,4.8,8,2025,25,1307,109,490.0,0,0.02,Low
P170,Product_170,Beverages,S007,18,4.8,9,2025,30,1307,109,490.0,0,0.02,Low
P171,Product_171,Beverages,S048,17,3.24,7,2025,34,359,174,116.0,0,0.09,Low
P171,Product_171,Beverages,S048,17,3.24,8,2025,33,359,174,116.0,0,0.09,Low
P171,Product_171,Beverages,S048,17,3.24,9,2025,33,359,174,116.0,0,0.09,Low
P172,Product_172,Beverages,S031,3,2.86,7,2025,40,897,168,194.0,0,0.04,Low
P172,Product_172,Beverages,S031,3,2.86,8,2025,39,897,168,194.0,0,0.04,Low
P172,Product_172,Beverages,S031,3,2.86,9,2025,39,897,168,194.0,0,0.04,Low
P173,Product_173,Personal Care,S032,2,4.23,7,2025,35,1835,194,325.0,0,0.02,Low
P173,Product_173,Personal Care,S032,2,4.23,8,2025,37,1835,194,325.0,0,0.02,Low
P173,Product_173,Personal Care,S032,2,4.23,9,2025,37,1835,194,325.0,0,0.02,Low
P174,Product_174,Personal Care,S005,12,4.64,7,2025,38,785,186,119.0,0,0.05,Low
P174,Product_174,Personal Care,S005,12,4.64,8,2025,37,785,186,119.0,0,0.05,Low
P174,Product_174,Personal Care,S005,12,4.64,9,2025,43,785,186,119.0,0,0.05,Low
P175,Product_175,Personal Care,S032,2,4.23,7,2025,35,367,169,242.0,0,0.1,Low
P175,Product_175,Personal Care,S032,2,4.23,8,2025,37,367,169,242.0,0,0.1,Low
P175,Product_175,Personal Care,S032,2,4.23,9,2025,37,367,169,242.0,0,0.1,Low
P176,Product_176,Dairy,S037,4,2.54,7,2025,36,1750,87,161.0,0,0.02,Low
P176,Product_176,Dairy,S037,4,2.54,8,2025,35,1750,87,161.0,0,0.02,Low
P176,Product_176,Dairy,S037,4,2.54,9,2025,41,1750,87,161.0,0,0.02,Low
P177,Product_177,Personal Care,S030,18,2.82,7,2025,36,1905,166,473.0,0,0.02,Low
P177,Product_177,Personal Care,S030,18,2.82,8,2025,32,1905,166,473.0,0,0.02,Low
P177,Product_177,Personal Care,S030,18,2.82,9,2025,31,1905,166,473.0,0,0.02,Low
P178,Product_178,Beverages,S005,12,4.64,7,2025,38,1951,160,125.0,0,0.02,Low
P178,Product_178,Beverages,S005,12,4.64,8,2025,37,1951,160,125.0,0,0.02,Low
P178,Product_178,Beverages,S005,12,4.64,9,2025,43,1951,160,125.0,0,0.02,Low
P179,Product_179,Household,S027,7,3.29,7,2025,33,1911,93,159.0,0,0.02,Low
P179,Product_179,Household,S027,7,3.29,8,2025,33,1911,93,159.0,0,0.02,Low
P179,Product_179,Household,S027,7,3.29,9,2025,33,1911,93,159.0,0,0.02,Low
P180,Product_180,Dairy,S047,14,3.99,7,2025,38,1745,151,178.0,0,0.02,Low
P180,Product_180,Dairy,S047,14,3.99,8,2025,37,1745,151,178.0,0,0.02,Low
P180,Product_180,Dairy,S047,14,3.99,9,2025,41,1745,151,178.0,0,0.02,Low
P181,Product_181,Household,S037,4,2.54,7,2025,36,908,87,159.0,0,0.04,Low
P181,Product_181,Household,S037,4,2.54,8,2025,35,908,87,159.0,0,0.04,Low
P181,Product_181,Household,S037,4,2.54,9,2025,41,908,87,159.0,0,0.05,Low
P182,Product_182,Beverages,S007,18,4.8,7,2025,29,384,128,327.0,0,0.08,Low
P182,Product_182,Beverages,S007,18,4.8,8,2025,25,384,128,327.0,0,0.06,Low
P182,Product_182,Beverages,S007,18,4.8,9,2025,30,384,128,327.0,0,0.08,Low
P183,Product_183,Dairy,S048,17,3.24,7,2025,34,1234,169,245.0,0,0.03,Low
P183,Product_183,Dairy,S048,17,3.24,8,2025,33,1234,169,245.0,0,0.03,Low
P183,Product_183,Dairy,S048,17,3.24,9,2025,33,1234,169,245.0,0,0.03,Low
P184,Product_184,Personal Care,S048,17,3.24,7,2025,34,441,78,464.0,0,0.08,Low
P184,Product_184,Personal Care,S048,17,3.24,8,2025,33,441,78,464.0,0,0.07,Low
P184,Product_184,Personal Care,S048,17,3.24,9,2025,33,441,78,464.0,0,0.07,Low
P185,Product_185,Dairy,S009,17,4.01,7,2025,34,946,100,204.0,0,0.04,Low
P185,Product_185,Dairy,S009,17,4.01,8,2025,34,946,100,204.0,0,0.04,Low
P185,Product_185,Dairy,S009,17,4.01,9,2025,36,946,100,204.0,0,0.04,Low
P186,Product_186,Dairy,S041,10,4.74,7,2025,32,1312,169,314.0,0,0.02,Low
P186,Product_186,Dairy,S041,10,4.74,8,2025,30,1312,169,314.0,0,0.02,Low
P186,Product_186,Dairy,S041,10,4.74,9,2025,33,1312,169,314.0,0,0.03,Low
P187,Product_187,Beverages,S021,17,3.37,7,2025,33,1893,118,364.0,0,0.02,Low
P187,Product_187,Beverages,S021,17,3.37,8,2025,34,1893,118,364.0,0,0.02,Low
P187,Product_187,Beverages,S021,17,3.37,9,2025,34,1893,118,364.0,0,0.02,Low
P188,Product_188,Snacks,S030,18,2.82,7,2025,36,578,194,350.0,0,0.06,Low
P188,Product_188,Snacks,S030,18,2.82,8,2025,32,578,194,350.0,0,0.06,Low
P188,Product_188,Snacks,S030,18,2.82,9,2025,31,578,194,350.0,0,0.05,Low
P189,Product_189,Snacks,S023,5,2.91,7,2025,37,503,51,418.0,0,0.07,Low
P189,Product_189,Snacks,S023,5,2.91,8,2025,35,503,51,418.0,0,0.07,Low
P189,Product_189,Snacks,S023,5,2.91,9,2025,38,503,51,418.0,0,0.08,Low
P190,Product_190,Snacks,S040,13,2.82,7,2025,36,1469,158,180.0,0,0.02,Low
P190,Product_190,Snacks,S040,13,2.82,8,2025,34,1469,158,180.0,0,0.02,Low
P190,Product_190,Snacks,S040,13,2.82,9,2025,34,1469,158,180.0,0,0.02,Low
P191,Product_191,Personal Care,S050,2,4.59,7,2025,36,12,172,302.0,196,2.77,High
P191,Product_191,Personal Care,S050,2,4.59,8,2025,42,12,172,302.0,202,3.23,High
P191,Product_191,Personal Care,S050,2,4.59,9,2025,45,12,172,302.0,205,3.46,High
P192,Product_192,Personal Care,S040,13,2.82,7,2025,36,1132,187,420.0,0,0.03,Low
P192,Product_192,Personal Care,S040,13,2.82,8,2025,34,1132,187,420.0,0,0.03,Low
P192,Product_192,Personal Care,S040,13,2.82,9,2025,34,1132,187,420.0,0,0.03,Low
P193,Product_193,Personal Care,S047,14,3.99,7,2025,38,1491,73,445.0,0,0.03,Low
P193,Product_193,Personal Care,S047,14,3.99,8,2025,37,1491,73,445.0,0,0.02,Low
P193,Product_193,Personal Care,S047,14,3.99,9,2025,41,1491,73,445.0,0,0.03,Low
P194,Product_194,Snacks,S048,17,3.24,7,2025,34,1101,197,347.0,0,0.03,Low
P194,Product_194,Snacks,S048,17,3.24,8,2025,33,1101,197,347.0,0,0.03,Low
P194,Product_194,Snacks,S048,17,3.24,9,2025,33,1101,197,347.0,0,0.03,Low
P195,Product_195,Household,S005,12,4.64,7,2025,38,767,108,360.0,0,0.05,Low
P195,Product_195,Household,S005,12,4.64,8,2025,37,767,108,360.0,0,0.05,Low
P195,Product_195,Household,S005,12,4.64,9,2025,43,767,108,360.0,0,0.06,Low
P196,Product_196,Beverages,S013,15,3.3,7,2025,36,1657,102,445.0,0,0.02,Low
P196,Product_196,Beverages,S013,15,3.3,8,2025,34,1657,102,445.0,0,0.02,Low
P196,Product_196,Beverages,S013,15,3.3,9,2025,33,1657,102,445.0,0,0.02,Low
P197,Product_197,Snacks,S037,4,2.54,7,2025,36,742,103,349.0,0,0.05,Low
P197,Product_197,Snacks,S037,4,2.54,8,2025,35,742,103,349.0,0,0.05,Low
P197,Product_197,Snacks,S037,4,2.54,9,2025,41,742,103,349.0,0,0.06,Low
P198,Product_198,Beverages,S030,18,2.82,7,2025,36,1421,145,479.0,0,0.03,Low
P198,Product_198,Beverages,S030,18,2.82,8,2025,32,1421,145,479.0,0,0.02,Low
P198,Product_198,Beverages,S030,18,2.82,9,2025,31,1421,145,479.0,0,0.02,Low
P199,Product_199,Snacks,S003,6,2.91,7,2025,37,928,148,151.0,0,0.04,Low
P199,Product_199,Snacks,S003,6,2.91,8,2025,37,928,148,151.0,0,0.04,Low
